Code;Details
53112;JOHNSON CONTROLS INTERNATIONAL PLC (REGISTRO ATIVO)
13455;JORNAL DO BRASIL SA (REGISTRO CANCELADO)
13285;PARTICIP (REGISTRO ATIVO)
904607;JOTA ELE CONSTRUCOES CIVIS S.A. (REGISTRO ATIVO)
23299;JP PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
50696;JPMORGAN BETABUILDERS CANADA ETF (REGISTRO ATIVO)
79808;JPMORGAN BETABUILDERS DEV ASIA PACIFIC-EX JPN ETF (REGISTRO ATIVO)
79805;JPMORGAN BETABUILDERS EUROPE ETF (REGISTRO ATIVO)
79807;JPMORGAN BETABUILDERS INTERNATIONAL EQUITY ETF (REGISTRO ATIVO)
79806;JPMORGAN BETABUILDERS JAPAN ETF (REGISTRO ATIVO)
50701;JPMORGAN BETABUILDERS MSCI US REIT ETF (REGISTRO ATIVO)
50734;JPMORGAN BETABUILDERS US EQUITY ETF (REGISTRO ATIVO)
50726;JPMORGAN BETABUILDERS US MID CAP EQUITY ETF (REGISTRO ATIVO)
50571;JPMORGAN CHASE & CO. (REGISTRO ATIVO)
904656;JPMORGAN CHASE BANK NATIONAL ASSOCIATION (REGISTRO ATIVO)
50769;JPMORGAN DIVERSIFIED RETURN EMERG MARKT EQUITY ETF (REGISTRO ATIVO)
50718;JPMORGAN DIVERSIFIED RETURN INTERNATION EQUITY ETF (REGISTRO ATIVO)
50751;JPMORGAN DIVERSIFIED RETURN US EQUITY ETF (REGISTRO ATIVO)
50785;JPMORGAN DIVERSIFIED RETURN US MID CAP EQUITY ETF (REGISTRO ATIVO)
50807;JPMORGAN DIVERSIFIED RETURN US SMALLCAP EQUITY ETF (REGISTRO ATIVO)
50793;JPMORGAN US MOMENTUM FACTOR ETF (REGISTRO ATIVO)
50742;JPMORGAN US QUALITY FACTOR ETF (REGISTRO ATIVO)
50777;JPMORGAN US VALUE FACTOR ETF (REGISTRO ATIVO)
12262;JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
22020;JSL S.A. (REGISTRO ATIVO)
909945;JUSTINO DE MORAIS IRMAOS S.A (REGISTRO ATIVO)
14893;JUNGFRAU PARTICIPACOES SA (REGISTRO CANCELADO)
53988;JUNIPER NETWORKS INC (REGISTRO ATIVO)
911339;JURUENA PARTICIPACOES E INVESTIMENTOS S/A (REGISTRO ATIVO)
22446;K-INFRA RODOVIA DO AÇO S.A. (REGISTRO ATIVO)
917487;KABUM COMÉRCIO ELETRÔNICO S.A. (REGISTRO ATIVO)
7846;KALIL SEHBE SA IND VESTUARIO (REGISTRO CANCELADO)
904698;KALLAS INCORPORACOES E CONSTRUCOES S.A. (REGISTRO ATIVO)
25798;KALLAS INCORPORACOES E CONSTRUCOES S.A. (REGISTRO ATIVO)
25631;KALUNGA S.A (REGISTRO ATIVO)
900190;KANASTRA SECURITIZADORA S.A. (REGISTRO ATIVO)
55611;KANSAS CITY SOUTHERN (REGISTRO ATIVO)
22241;KAROON PETRÓLEO & GÁS SA (REGISTRO CANCELADO)
4146;KARSTEN S.A. (REGISTRO ATIVO)
913889;KATAYAMA ALIMENTOS LTDA (REGISTRO ATIVO)
913566;KATRIUM INDUSTRIAS QUIMICAS S/A (REGISTRO ATIVO)
7854;KAUFMANN CACAU INDL E COML SA (REGISTRO CANCELADO)
7862;KAURI SIGMA SA (REGISTRO CANCELADO)
56839;KB FINANCIAL GROUP INC (REGISTRO ATIVO)
915744;KC TEC. SERV. IMOB. DE INTERNET, EMP. E PART. LTDA
53996;KELLANOVA (REGISTRO ATIVO)
51900;KEMPER CORP (REGISTRO ATIVO)
7870;KEPLER WEBER S.A. (REGISTRO ATIVO)
53120;KEYCORP (REGISTRO ATIVO)
54003;KEYSIGHT TECHNOLOGIES INC (REGISTRO ATIVO)
7897;KIBON SA INDS ALIMENTICIAS (REGISTRO CANCELADO)
13200;KIEPPE INVESTIMENTOS SA (REGISTRO CANCELADO)
58432;KILROY REALTY CORP (REGISTRO ATIVO)
50873;KIMBERLY-CLARK CORP (REGISTRO ATIVO)
54011;KIMCO REALTY CORPORATION (REGISTRO ATIVO)
51918;KINDER MORGAN INC (REGISTRO ATIVO)
904680;KING FOOD COMERCIO DE ALIMENTOS S/A (REGISTRO ATIVO)
57266;KINGSOFT CLOUD HOLDINGS LTD (REGISTRO ATIVO)
904276;BANCO MULTIPLO (REGISTRO ATIVO)
54801;KLA CORP (REGISTRO ATIVO)
12653;KLABIN S.A. (REGISTRO ATIVO)
20249;KLABIN SEGALL S/A (REGISTRO CANCELADO)
53139;KOHLS CORP (REGISTRO ATIVO)
914408;KOMPASS COMPANHIA SECURITIZADORA DE CRÉDITOS FINAN (REGISTRO ATIVO)
52566;KONINKLIJKE PHILIPS NV (REGISTRO ATIVO)
25879;KORA SAÚDE PARTICIPAÇÕES S.A (REGISTRO ATIVO)
505943;KORDSA BRASIL S.A. (REGISTRO ATIVO)
15083;KOSMOS COMÉRCIO DE VESTUÁRIO S/A – EM RECUPERAÇÃO JUDICIAL (REGISTRO CANCELADO)
900139;KPAR EMPREENDIMENTOS E PARTICIPAÇÕES LTDA (REGISTRO ATIVO)
50709;KRAFT FOODS GROUP INC. (REGISTRO ATIVO)
999998;KRAFT FOODS GROUP INC. (REGISTRO CANCELADO)
50369;KRAFT FOODS INC.
50045;KRANESHARES BOSERA MSCI CHINA A 50 CONNECT IDX ETF (REGISTRO ATIVO)
50044;KRANESHARES CSI CHINA INTERNET ETF (REGISTRO ATIVO)
53147;KROGER CO (REGISTRO ATIVO)
900218;KRONA TUBOS E CONEXÕES LTDA (REGISTRO ATIVO)
7919;KSB BOMBAS HIDRAULICAS SA (REGISTRO CANCELADO)
56847;KT CORP (REGISTRO ATIVO)
566;KUALA SA (REGISTRO CANCELADO)
904714;KUHN DO BRASIL  S.A. ¿ IMPLEMENTOS AGRICOLAS (REGISTRO ATIVO)
904706;KURUMA VEICULOS S/A (REGISTRO ATIVO)
54810;L3HARRIS TECHNOLOGIES INC (REGISTRO ATIVO)
55620;LABCORP HOLDINGS INC. (REGISTRO ATIVO)
12688;LABO ELETRONICA SA (REGISTRO CANCELADO)
908798;LABORATORIO  TEUTO BRASILEIRO S.A. (REGISTRO ATIVO)
911487;LABORATORIO SABIN DE ANALISES CLINICAS S.A. (REGISTRO ATIVO)
26182;LABORATÓRIO TEUTO BRASILEIRO S.A. (REGISTRO ATIVO)
11940;LABRA IND BRAS DE LAPIS SA (REGISTRO CANCELADO)
16420;LAEROB PARTICIPACOES SA (REGISTRO CANCELADO)
904243;LAFARGEHOLCIM BRASIL S.A. (REGISTRO ATIVO)
7927;LAFER SA INDUSTRIA E COMERCIO (REGISTRO CANCELADO)
900145;LAGO CENTER EMPREENDIMENTOS IMOBILIÁRIOS S.A. (REGISTRO ATIVO)
904854;LAGO DA PEDRA PARTICIPACOES S/A (REGISTRO ATIVO)
904847;LAGOA 1 ENERGIA RENOVAVEL S.A. (REGISTRO ATIVO)
21229;LAHOTELS S.A. (REGISTRO CANCELADO)
904896;LAJEADO ENERGIA S.A. (REGISTRO ATIVO)
54046;LAM RESEARCH CORP (REGISTRO ATIVO)
54828;LAMB WESTON HOLDINGS INC (REGISTRO ATIVO)
904946;LAMBDA ENERGIA S.A.. (REGISTRO ATIVO)
911768;LAMBDA II ENERGIA S/A (REGISTRO ATIVO)
7943;LAMINACAO NACIONAL METAIS SA
12912;LAMINACAO NACIONAL METAIS SA (REGISTRO CANCELADO)
15105;LANDIS GYR INEPAR (REGISTRO CANCELADO)
7951;LANIFICIO SEHBE SA IND E EXP (REGISTRO CANCELADO)
7960;LAPSA LATICINIOS PERIZES SA (REGISTRO CANCELADO)
12114;LARAMO SA (REGISTRO CANCELADO)
917397;LARGO DA CARIOCA PARTICIPACOES S.A. (REGISTRO ATIVO)
7978;LARK SA MAQ E EQUIPAMENTOS (REGISTRO CANCELADO)
51330;LAS VEGAS SANDS CORP.
56170;LAS VEGAS SANDS CORPORATION (REGISTRO ATIVO)
80128;LATAM AIRLINES GROUP S.A. (REGISTRO ATIVO)
18643;LATINTECH CAPITAL S/A (REGISTRO CANCELADO)
58440;LATTICE SEMICONDUCTOR CORP (REGISTRO ATIVO)
916172;LAVRAS II HOLDING 2 S.A (REGISTRO ATIVO)
25062;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A. (REGISTRO ATIVO)
914945;LAZAM – MDS CORRETORA ADMINISTRADORA SEGUROS S.A. (REGISTRO ATIVO)
915058;LC ENERGIA HOLDING SA (REGISTRO ATIVO)
914341;LC INVESTIMENTOS HOLDING S.A.. (REGISTRO ATIVO)
904755;LC-EH PARTICIPACOES E EMPREENDIMENTOS S.A. (REGISTRO ATIVO)
904870;LDI DESENVOLVIMENTO IMOBILIARIO S/A (REGISTRO ATIVO)
23558;LEADS CIA. SECURITIZADORA (REGISTRO ATIVO)
905059;LEASEPLAN ARRENDAMENTO MERCANTIL S/A (REGISTRO ATIVO)
13919;LEASING BMC SA ARREND MERC (REGISTRO CANCELADO)
8001;LEE SA IND DE CONFECCOES (REGISTRO CANCELADO)
54836;LEGGETT  PLATT INC (REGISTRO ATIVO)
56189;LEIDOS HOLDINGS INC (REGISTRO ATIVO)
900300;LEMVIG RJ INFRAESTRUTURA E REDES DE TELECOMUNICAC0 (REGISTRO ATIVO)
53155;LENNAR CORP (REGISTRO ATIVO)
911545;LEST LINHAS DE ENERGIA DO SERTAO TRANSMISSORA S.A. (REGISTRO ATIVO)
904797;LETS RENT A CAR S/A (REGISTRO ATIVO)
27383;LETS RENT A CAR S/A (REGISTRO ATIVO)
17442;LF TEL SA (REGISTRO CANCELADO)
912469;LFP PARTICIPACOES S/A (REGISTRO ATIVO)
25666;LG INFORMÁTICA S.A. (REGISTRO CANCELADO)
900331;LG INFORMÁTICA S.A. (REGISTRO ATIVO)
24198;LGT HUB PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
51926;LIBERTY BROADBAND CORP (REGISTRO ATIVO)
53163;LIBERTY GLOBAL PLC (REGISTRO ATIVO)
50806;LIBERTY GLOBAL PLC (REGISTRO ATIVO)
51934;LIBERTY MEDIA CORP (REGISTRO ATIVO)
502278;LIBRA LIGAS DO BRASIL S.A.
18295;LIBRA TERMINAIS SA (REGISTRO CANCELADO)
17574;LIBRA TERMINAL 35 SA (REGISTRO CANCELADO)
17582;LIBRA TERMINAL RIO S.A. (REGISTRO CANCELADO)
23434;LIBRA TERMINAL RIO S.A. (REGISTRO CANCELADO)
92983;LIBRELATO S/A IMPLEMENTOS RODOVIÁRIOS (REGISTRO NÃO CONCEDIDO)
21547;LIDER AVIAÇÃO HOLDING S/A (REGISTRO CANCELADO)
8010;LIDER TAXI AEREO SA (REGISTRO CANCELADO)
58459;LIFE STORAGE INC (REGISTRO ATIVO)
24872;LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A. (REGISTRO ATIVO)
16691;LIGA FUTEBOL SA (REGISTRO CANCELADO)
8028;LIGAS DE ALUMINIO SA LIASA (REGISTRO CANCELADO)
902221;LIGGA TELECOMUNICACOES S.A. (REGISTRO ATIVO)
27367;LIGGA TELECOMUNICAÇÕES S.A. (REGISTRO ATIVO)
2300;LIGHT ENERGIA S.A.
23000;LIGHT ENERGIA S.A. (REGISTRO ATIVO)
19879;LIGHT S.A. (REGISTRO ATIVO)
8036;LIGHT SERVICOS DE ELETRICIDADE S.A. (REGISTRO ATIVO)
916031;LIGUE MOVEL S.A. (REGISTRO ATIVO)
12360;LIMASA SA (REGISTRO CANCELADO)
54844;LINCOLN NATIONAL CORP (REGISTRO ATIVO)
54020;LINDE PLC (REGISTRO ATIVO)
905000;LINEA AMARILLA BRASIL PARTICIPACOES S.A.. (REGISTRO ATIVO)
16853;LINHA AMARELA S.A.
909952;LAMSA (REGISTRO ATIVO)
24937;LAMSA (REGISTRO ATIVO)
904888;LINHARES GERACAO S/A (REGISTRO ATIVO)
23680;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A (REGISTRO ATIVO)
905075;LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A. (REGISTRO ATIVO)
905067;LINHAS DE TRANSMISSAO DE MONTES CLAROS S.A. (REGISTRO ATIVO)
23671;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A. (REGISTRO ATIVO)
50440;LINKEDIN CORP. (REGISTRO ATIVO)
900022;LINS AGROINDUSTRIAL S.A. (REGISTRO ATIVO)
23035;LINX S.A. (REGISTRO CANCELADO)
8044;LION SA (REGISTRO CANCELADO)
13714;LISTEL LISTAS TELEFONICAS SA (REGISTRO CANCELADO)
15091;LITEL PARTICIPACOES S.A. (REGISTRO ATIVO)
24759;LITELA PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
59129;LIVANOVA PLC (REGISTRO ATIVO)
56219;LIVE NATION ENTERTAINMENT INC (REGISTRO ATIVO)
912105;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (REGISTRO ATIVO)
25895;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (REGISTRO ATIVO)
8060;LIVRARIA DO GLOBO SA (REGISTRO CANCELADO)
8079;LIVRARIA JOSE OLYMPIO EDITORA (REGISTRO CANCELADO)
54038;LKQ CORP (REGISTRO ATIVO)
56863;LLOYDS BANKING GROUP PLC (REGISTRO ATIVO)
904995;LM TRANSPORTES INTERESTADUAIS SERVICOS E COMERCIO
90344;LM TRANSPORTES INTERESTADUAIS SERVICOS E COMERCIO (REGISTRO ATIVO)
24880;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO (REGISTRO ATIVO)
917623;LOA ADMINISTRADORA E INCORPORADORA S/A (REGISTRO ATIVO)
917523;LOC FROTAS LOCAÇÕES S.A. (REGISTRO ATIVO)
904763;ARMAZENS GERAIS FRIGORIFICOS (REGISTRO ATIVO)
24813;LOCALIZA FLEET S.A. (REGISTRO ATIVO)
90360;LOCALIZA FLEET S/A (REGISTRO ATIVO)
908558;LOCALIZA FLEET S/A
19739;LOCALIZA RENT A CAR S.A. (REGISTRO ATIVO)
21555;LOCAMÉRICA RENT-A-CAR S.A. (REGISTRO CANCELADO)
904748;LOCAR GUINDASTES E TRANSPORTES INTERMODAIS S.A. (REGISTRO ATIVO)
21407;LOCAWEB SERVIÇOS DE INTERNET S/A
50652;LOCKHEED MARTIN CORPORATION (REGISTRO ATIVO)
916641;LOCON EMPREENDIMENTOS LTDA. (REGISTRO ATIVO)
54852;LOEWS CORP (REGISTRO ATIVO)
23272;LOG COMMERCIAL PROPERTIES (REGISTRO ATIVO)
905018;LOG E PRINT DADOS VARIAVEIS   S.A (REGISTRO ATIVO)
905026;LOG E PRINT GRAFICA E LOGISTICA S/A (REGISTRO ATIVO)
916395;LOG ENERGIA COMERCIALIZADORA S.A. (REGISTRO ATIVO)
20710;LOG-IN LOGISTICA INTERMODAL S.A. (REGISTRO ATIVO)
909010;LOGBRAS SALVADOR EMPREENDIMENTOS IMOBILIARIOS S/A (REGISTRO ATIVO)
904839;LOGA (REGISTRO ATIVO)
23477;LOGOS COMPANHIA SECURITIZADORA S/A (REGISTRO CANCELADO)
8087;LOJAS AMERICANAS S.A. (REGISTRO ATIVO)
8109;LOJAS BRASILEIRAS SA LOBRAS (REGISTRO CANCELADO)
8117;LOJAS HERING SA (REGISTRO CANCELADO)
904912;LOJAS LE BISCUIT S.A. (REGISTRO ATIVO)
912055;LOJAS QUERO-QUERO S/A (REGISTRO ATIVO)
25038;LOJAS QUERO-QUERO S/A (REGISTRO ATIVO)
8133;LOJAS RENNER S.A. (REGISTRO ATIVO)
907147;LOJAS RIACHUELO S / A (REGISTRO ATIVO)
8141;LONAFLEX SA (REGISTRO CANCELADO)
57916;LONDON STOCK EXCHANGE GROUP (REGISTRO ATIVO)
17434;LONGDIS S.A. (REGISTRO ATIVO)
905034;LONGFORD PARTICIPACOES E EMPREENDIMENTOS S.A. (REGISTRO ATIVO)
92967;LOREM PARTICIPAÇÕES S.A.
12351;LORENTZEN EMPREENDIMENTOS SA (REGISTRO CANCELADO)
23027;LOUCOS POR FUTEBOL S.A. (REGISTRO CANCELADO)
51942;LOWES COMPANIES INC (REGISTRO ATIVO)
8184;LPC INDUSTRIAS ALIMENTICIAS SA (REGISTRO CANCELADO)
58467;LPL FINANCIAL HOLDINGS INC (REGISTRO ATIVO)
912295;LPP I EMPREENDIMENTOS E PARTICIPACOES S.A. (REGISTRO ATIVO)
20370;CONSULTORIA DE IMOVEIS S.A. (REGISTRO ATIVO)
905042;LSH BARRA EMPREENDIMENTOS IMOBILIARIOS S A (REGISTRO ATIVO)
900158;LUCENA INFRAESTRUTURA LTDA. (REGISTRO ATIVO)
900307;LUCIO EMPREENDIMENTOS E PARTICIPACOES LTDA (REGISTRO ATIVO)
905083;LUFT PARTICIPACOES S.A. (REGISTRO ATIVO)
900202;LUIZ GONZAGA HOLDING S.A. (REGISTRO ATIVO)
900211;LUIZ GONZAGA HOLDING S.A. (REGISTRO ATIVO)
903682;LUIZACRED S/A SOCIEDADE DE CREDITO FINANCIAMENTO E (REGISTRO ATIVO)
54860;LULULEMON ATHLETICA INC (REGISTRO ATIVO)
52833;LUMEN TECHNOLOGIES, INC (REGISTRO ATIVO)
2224;LUMIERE SA (REGISTRO CANCELADO)
911800;LUMINAE S.A. (REGISTRO ATIVO)
59110;LUMINAR TECHNOLOGIES INC (REGISTRO ATIVO)
20060;LUPATECH S.A. (REGISTRO ATIVO)
26506;LUPO S.A. (REGISTRO ATIVO)
900194;LWART SOLUÇÕES AMBIENTAIS S.A. (REGISTRO ATIVO)
24910;LWSA S.A. (REGISTRO ATIVO)
54062;LYONDELLBASELL INDUSTRIES NV (REGISTRO ATIVO)
900317;LYRIO V PARTICIPACOES S.A (REGISTRO ATIVO)
8206;M DEDINI SA METALURGICA (REGISTRO CANCELADO)
15431;M HOLDINGS SA (REGISTRO CANCELADO)
8214;M ROSCOE SA ENG IND E COMERCIO (REGISTRO CANCELADO)
14559;M&G POLIÉSTER SA (REGISTRO CANCELADO)
55638;M&T BANK CORP (REGISTRO ATIVO)
914184;M.CASSAB COMÉRCIO E INDÚSTRIA LTDA. (REGISTRO ATIVO)
20338;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS (REGISTRO ATIVO)
905257;M.INVEST PLANEJAMENTO E ADMINISTRACAO DE SHOPPING (REGISTRO ATIVO)
18929;MACHADINHO ENERGÉTICA SA (REGISTRO CANCELADO)
51179;MACYS INC. (REGISTRO ATIVO)
8222;MADEF SA INDUSTRIA E COMERCIO (REGISTRO CANCELADO)
8230;MADEIRA SINTETICA SA (REGISTRO CANCELADO)
8281;MADEPART SA ADMINISTRAÇÃO E PARTICIPAÇÕE (REGISTRO CANCELADO)
913350;MADERO INDUSTRIA E COMERCIO S.A. (REGISTRO ATIVO)
26379;MADERO INDÚSTRIA E COMÉRCIO S.A. (REGISTRO ATIVO)
8273;MADEZATTI SA (REGISTRO CANCELADO)
905182;MADRI ADMINISTRACAO INTERMEDIACAO E PARTICIPACAO S (REGISTRO ATIVO)
23612;MAESTRO LOCADORA DE VEICULOS S.A. (REGISTRO ATIVO)
8303;MAFISA MALHARIA BLUMENAU SA (REGISTRO CANCELADO)
22470;MAGAZINE LUIZA S.A. (REGISTRO ATIVO)
24244;MAGNESITA MINERAÇÃO S.A. (REGISTRO CANCELADO)
20842;MAGNESITA REFRATARIOS S.A. (REGISTRO CANCELADO)
8311;MAGNESITA SA (REGISTRO CANCELADO)
916270;MAGNUM TIRES DISTRIBUIDORA DE PNEUS S/A
18520;MAHLE COFAP ANEIS SA (REGISTRO CANCELADO)
8575;MAHLE-METAL LEVE S.A. (REGISTRO ATIVO)
905117;MAIA  E   BORBA S.A. (REGISTRO ATIVO)
915918;MAIOJAMA EMPREENDIMENTOS IMOBILIARIOS S.A. (REGISTRO ATIVO)
900051;MAIRIPORA INCORPORADORA LTDA. (REGISTRO ATIVO)
905778;MAIS SHOPPING NITEROI EMPREENDIMENTOS E PARTICIPAC (REGISTRO ATIVO)
16187;MAISA PARTICIPACOES SA (REGISTRO CANCELADO)
15180;MAISON ECO SA (REGISTRO CANCELADO)
17035;MAISON ROYALE SA (REGISTRO CANCELADO)
8338;MAISONNAVE CIA DE PART (REGISTRO CANCELADO)
8346;MAISONNAVE DTVM SA (REGISTRO CANCELADO)
8354;MAISONNAVE LEASING SA AM (REGISTRO CANCELADO)
8362;MAISONNAVE SA CFI (REGISTRO CANCELADO)
909960;MAKRO ATACADISTA S/A (REGISTRO ATIVO)
14834;MAKRO ATACADISTA SA (REGISTRO CANCELADO)
516775;MALHARIA MONTE ALEGRE S.A. (REGISTRO SUSPENSO)
8389;MANASA MADEIREIRA NACIONAL SA (REGISTRO CANCELADO)
905349;MANAUS AMBIENTAL S.A. (REGISTRO ATIVO)
502731;MANAUS HOTEIS E TURISMO S.A. (REGISTRO CANCELADO)
26719;MANAUS TRANSMISSORA DE ENERGIA S.A (REGISTRO ATIVO)
914382;MANAUS TRANSMISSORA DE ENERGIA S.A. (REGISTRO ATIVO)
905398;MANDIC S/A (REGISTRO ATIVO)
8397;MANGELS INDUSTRIAL S.A. (REGISTRO ATIVO)
905414;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A. (REGISTRO ATIVO)
12670;MANUF ART BORRACHA NOGAM SA (REGISTRO CANCELADO)
911479;MANUFAT. PRODUTOS ALIMENTACAO ANIMAL PREMIX LTDA (REGISTRO ATIVO)
8427;MANUFATURA DE BRINQUEDOS ESTRELA S.A. (REGISTRO ATIVO)
17779;MAORI SA (REGISTRO CANCELADO)
15156;MAPPIN TRUST RECEBIVEIS SA (REGISTRO CANCELADO)
909978;MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
8435;MAQUINAS PIRATININGA SA (REGISTRO CANCELADO)
912246;MARACANA ENERGETICA S/A (REGISTRO ATIVO)
91294;MARACANÃ ENERGETICA S/A
905455;MARACANAU GERADORA DE ENERGIA S.A. (REGISTRO ATIVO)
12181;MARAMBAIA ENERGIA RENOVÁVEL SA (REGISTRO CANCELADO)
900053;MARANGATU HOLDING S.A (REGISTRO ATIVO)
900017;MARAPÉ HOLDING E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
53171;MARATHON OIL CORP (REGISTRO ATIVO)
53180;MARATHON PETROLEUM CORP (REGISTRO ATIVO)
8451;MARCOPOLO S.A. (REGISTRO ATIVO)
8460;MARCOVAN SA (REGISTRO CANCELADO)
905471;MARECHAL RONDON TRANSMISSORA DE ENERGIA S.A. (REGISTRO ATIVO)
912386;MARFIM EMPREENDIMENTOS IMOBILIARIOS S/A (REGISTRO ATIVO)
20788;MARFRIG GLOBAL FOODS S.A. (REGISTRO ATIVO)
518727;MARICULTURA NETUNO S.A.
900275;MARILAN ALIMENTOS S.A. (REGISTRO ATIVO)
16268;MARINA DE IRACEMA PARK SA (REGISTRO CANCELADO)
16381;MARINGA PARK SA (REGISTRO CANCELADO)
22055;MARISA LOJAS S.A. (REGISTRO ATIVO)
20761;MARISA SA (REGISTRO CANCELADO)
8486;MARISOL SA (REGISTRO CANCELADO)
905638;MARISOL VESTUARIO S.A (REGISTRO ATIVO)
917506;MARITUBA TRANSMISSÃO DE ENERGIA S.A. (REGISTRO ATIVO)
900164;MARKA DO BRASIL EMPREENDIMENTOS E PARTICIPAÇÕES LT (REGISTRO ATIVO)
51950;MARKEL GROUP INC (REGISTRO ATIVO)
56227;MARKETAXESS HOLDINGS INC (REGISTRO ATIVO)
900250;MARLIM AZUL ENERGIA S.A. (REGISTRO ATIVO)
18481;MARLIM PARTICIPAÇÕES SA (REGISTRO CANCELADO)
905281;MARLIN NAVEGACAO SA (REGISTRO ATIVO)
516341;MARLLOY S.A. INDÚSTRIA E COMÉRCIO (REGISTRO ATIVO)
54879;MARRIOTT INTERNATIONAL INC (REGISTRO ATIVO)
54070;MARSH & MCLENNAN COS INC (REGISTRO ATIVO)
14575;MARSIAJ OLIVEIRA SA (REGISTRO CANCELADO)
55646;MARTIN MARIETTA MATERIALS INC (REGISTRO ATIVO)
905166;MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S.A. (REGISTRO ATIVO)
13064;MARTREX SA (REGISTRO CANCELADO)
58475;MARVELL TECHNOLOGY INC (REGISTRO ATIVO)
53198;MASCO CORP (REGISTRO ATIVO)
58483;MASIMO CORP (REGISTRO ATIVO)
22500;MASSA FALIDA DA BRASIL PHARMA S.A. (REGISTRO ATIVO)
3611;MASSA FALIDA DA CIA LORENZ (REGISTRO CANCELADO)
15164;MASSA FALIDA DA CREFISUL LEASING SA ARREND MERCL (REGISTRO CANCELADO)
5622;MASSA FALIDA DA ENCOL SA ENG COM E INDUS
17914;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.  (REGISTRO ATIVO)
8982;MASSA FALIDA DA MULLER IND E COMERCIO (REGISTRO CANCELADO)
10243;MASSA FALIDA DA SA IND E COMERCIO CHAPECO (REGISTRO ATIVO)
10642;MASSA FALIDA DA SHARP SA EQUIPS ELETRONI (REGISTRO CANCELADO)
3506;MASSA FALIDA DE BRASPÉROLA INDÚSTRIA E C (REGISTRO CANCELADO)
19020;MASSA FALIDA DE FAZENDAS REUNIDAS BOI GO (REGISTRO CANCELADO)
13560;MASSA FALIDA DE OLMA SA OLEOS VEGETAIS (REGISTRO CANCELADO)
12980;MASSA FALIDA DE SAM INDUSTRIAS SA (REGISTRO CANCELADO)
7234;MASTER IND PLAST CEARENSE SA (REGISTRO CANCELADO)
12548;MASTER SA TEC PLASTICOS (REGISTRO CANCELADO)
50253;MASTERCARD INCORPORATED (REGISTRO ATIVO)
905513;MATA DE SANTA GENEBRA TRANSMISSAO S.A. (REGISTRO ATIVO)
905596;MATA VELHA ENERGETICA S.A. (REGISTRO ATIVO)
91251;MATABOI ALIMENTOS S.A. (REGISTRO NÃO CONCEDIDO)
56235;MATCH GROUP INC (REGISTRO ATIVO)
13170;MATEL TECN DE TELEINF SA (REGISTRO CANCELADO)
905570;MATEUS SUPERMERCADOS  S.A. (REGISTRO ATIVO)
21059;MATONE SECURITIZADORA S/A (REGISTRO CANCELADO)
908616;MATRINCHA TRANSMISSORA DE ENERGIA TP NORTE S/A (REGISTRO ATIVO)
900130;MATRIX COMERCIALIZADORA DE ENERGIA ELETRICA S.A (REGISTRO ATIVO)
900136;MATRIX COMERCIALIZADORA DE ENERGIA ELÉTRICA S.A (REGISTRO ATIVO)
18228;MAVERICK SA (REGISTRO CANCELADO)
54887;MAXIM INTEGRATED PRODUCTS INC (REGISTRO ATIVO)
19780;MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A (REGISTRO CANCELADO)
900015;MAXXIMA ENERGIA LTDA (REGISTRO ATIVO)
13250;MAYUTA SA (REGISTRO CANCELADO)
21385;MB ENGENHARIA SA (REGISTRO CANCELADO)
905133;MB EXPANSAO S.A. (REGISTRO ATIVO)
22861;MBK SECURITIZADORA SA (REGISTRO ATIVO)
917529;MC BRAZIL F&B PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
917401;MC BRAZIL GALILEO PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
18783;MC TRUST SA (REGISTRO CANCELADO)
13862;MC&A SISTEMAS PESSOAIS SA (REGISTRO CANCELADO)
55654;MCCORMICK & CO INC (REGISTRO ATIVO)
50075;MCDONALDS CORP. (REGISTRO ATIVO)
54895;MCKESSON CORP (REGISTRO ATIVO)
22284;MCM CIMENTOS S/A (REGISTRO CANCELADO)
14427;MCOM SA TELECOMUNICACOES (REGISTRO CANCELADO)
15504;MCOM WIRELESS SA (REGISTRO CANCELADO)
